DIVISI,Material SAP,Material Description Maximo,Base Unit of Measure,Status,Lokasi Sistem,Lokasi Fisik,StoreRoom,Penempatan pada Alat,Deskripsi Penempatan
Lain,AA-013-000626,"MASTER LINK,CHAIN,T LOCK UK. 1,5 mtr 12,5 TON",PC,,,,,NULL,No Placement Information Available
Lain,AA-013-000625,"RANTAI PALANG FENDER DERMAGA DOMESTIK UK.1,25 M D.1 1/4"" BESI GALVANISH",PC,,,,,NULL,No Placement Information Available
Lain,AA-013-000624,"RANTAI PALANG FENDER DERMAGA DOMESTIK UK.1,70 M D.1 1/4"" BESI GALVANISH",UN,,,,,NULL,No Placement Information Available
Lain,AA-013-000623,SABUK PENGAMAN ( UNTUK RTG ),UN,,,,,NULL,No Placement Information Available
ME,AA-013-000622,Timing Belt ( MZ690610 ),PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-013-000621,Timing Belt ( MZ690609 ),PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-013-000618,"RANTAI DOLLY (2 Connecting link, 2 Shackle, 1 rantai)",UN,ACTIVE,BLOK,BLOK,TPS,NULL,No Placement Information Available
ME,AA-013-000617,Webbing Belt Side Guard (lebar 7.5cm x tebal 3mm),M,ACTIVE,RAK HOSE,RAK HOSE,TPS,NULL,No Placement Information Available
ME,AA-013-000616,V-Belt PN. 52410-45367 (HINO),PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-013-000615,Belt Catch PN. 21365427,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-013-000614,Seat Belt 3 Point,PC,ACTIVE,JJ 2,JJ 2,TPS,NULL,No Placement Information Available
ME,AA-013-000613,STRAP PN/ 20894627,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-013-000612,BELT TENSIONER PN/ 21819687,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-013-000611,V-RIBBED BELT PN/ 21371745,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-013-000610,V-ribbed Belt PN. 21955032 PFR,PC,ACTIVE,II 2,II 2,TPS,NULL,No Placement Information Available
ME,AA-013-000609,V-ribbed Belt PN. 21190827 PFR,PC,ACTIVE,II 2,II 2,TPS,NULL,No Placement Information Available
ME,AA-013-000608,V-ribbed Belt PN. 20997774 PFR,PC,ACTIVE,II 2,II 2,TPS,NULL,No Placement Information Available
ME,AA-013-000607,V-ribbed Belt PN. 21190817 PFR,PC,ACTIVE,II 2,II 2,TPS,NULL,No Placement Information Available
ME,AA-013-000606,Isolation Belt,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-013-000605,Kabel Ties Uk. 35 cm (100),PAC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-013-000603,V-BELT PN. 978704 VOLVO,PC,ACTIVE,HH 2,,TPS,NULL,No Placement Information Available
ME,AA-013-000599,V-RIBBED BELT PN. 21955032 VOLVO,PC,ACTIVE,II 4,II 4,TPS,NULL,No Placement Information Available
ME,AA-013-000597,V-RIBBED BELT PN. 20997774 VOLVO,PC,ACTIVE,II 4,II 4,TPS,NULL,No Placement Information Available
ME,AA-013-000595,V-RIBBED BELT PN 21190827,PC,ACTIVE,II 4,II 4,TPS,NULL,No Placement Information Available
ME,AA-013-000592,BELT TENSIONER PN 21422765,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-013-000591,CHAIN LIFT 59220-4821 (DOBLE),UN,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-013-000590,Drive Belt RS Konecranes SMV 4531 TCE5 PN.54112533,PC,ACTIVE,RR 2,RR 2,TPS,NULL,No Placement Information Available
ME,AA-013-000589,"V-belt Kipas Radiator DRD420 PN.923976,0204",PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-013-000588,V-BELT ALTERNATOR PN. 923855-1814,PC,ACTIVE,QQ 1,QQ 1,TPS,NULL,No Placement Information Available
ME,AA-013-000587,V-Belt Engine PN. 923976-0330,PC,ACTIVE,QQ 1,QQ 1,TPS,NULL,No Placement Information Available
ME,AA-013-000586,IGUS ENERGY CHAIN SYSTEM PN. 3838.07.,M,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-013-000585,BELT RIBBED PN.3288867 PN. 3288867,UN,ACTIVE,,,TPS,NULL,No Placement Information Available
RTG,AA-013-000584,Cable Chain Assembly Spreader YSX40E Brevetti Stendaito SPA SR355- 047 PN : 37409,UN,ACTIVE,E 4,E 3,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
RTG,AA-013-000583,Chain Guide DC-Pro 5-500 H32 + Chain 32 Meter,UN,ACTIVE,DD 1,DD 1,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-013-000582,Chain Trolley Drive RTG Kalmar (Double Chain) - Tipe : DIN 8187-16B-2,UN,ACTIVE,C 2,C 2,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-013-000580,Teflon Stoper Safety Chain Trolley RTG Kalmar (Fabrikasi 200 x 120 x 80.5),M,ACTIVE,AA 1,AA 1,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-013-000579,V Belt Fan PN. 3101314 QSX15CM,PC,ACTIVE,Lemari 9,,TPS,COOLING_SYSTEM,Cooling System Components
RTG,AA-013-000578,Tensioner Belt PN. 3104027 QSX15CM,PC,ACTIVE,BB 5,BB 5,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AA-013-000577,V BELT RADIATOR PN: 178662,PC,ACTIVE,LEMARI 9,XX2,TPS,COOLING_SYSTEM,Cooling System Components
RTG,AA-013-000576,V- Belt 6 PK - S,PC,ACTIVE,LEMARI 9,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AA-013-000575,V- Belt A 49 - S,PC,ACTIVE,LEMARI 9,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AA-013-000574,V- Belt A 51 RTG 21-23 - S,PC,ACTIVE,LEMARI 9,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AA-013-000573,RANTAI WHEEL GUARD,PC,ACTIVE,DD 2,DD 2,TPS,DRIVE_SYSTEM,Drive System and Wheels
RTG,AA-013-000572,FAN BELT. WR2-182808 CUMMINS ( 5B ),M,PLANNING,LEMARI 9,,TPS,COOLING_SYSTEM,Cooling System Components
RTG,AA-013-000571,V-RIBBED BELT PIT 3827075 10PK 1635,UN,ACTIVE,LEMARI 9,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
CC,AA-013-000570,"Belt plate M10 , Stinis 2611-0080-2121",PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-013-000569,Chain Wheel E112-1-11,PC,ACTIVE,PP 1,PP 1,TPS,NULL,No Placement Information Available
CC,AA-013-000568,Shackle SP-SAK08HK-AISI316-10 PN. 53865243 **,PC,ACTIVE,LL 2,LL 2,TPS,NULL,No Placement Information Available
CC,AA-013-000567,Tool for Telescopic Belt PN. 3553-0000-0003,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-013-000566,Telescopic belt Set STINIS PN. 2611-0080-2000,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-013-000565,V Belt for Telescope PN. 2611.0082.0510,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-013-000564,Telescopic Belt Stinis PN. 2611-0085-0510,PC,ACTIVE,MM 1,MM 1,TPS,NULL,No Placement Information Available
CC,AA-013-000563,"Chain, Dia. 6mm -P",M,ACTIVE,KK 3,KK 3,TPS,NULL,No Placement Information Available
CC,AA-013-000562,"Van Belt, PN: PK-1965, Brand: Optibelt -P",PC,PLANNING,LL 2,,TPS,NULL,No Placement Information Available
CC,AA-013-000561,"Van Belt, PN: 3040303, Brand: Cummins -P",PC,PLANNING,KK 2,,TPS,NULL,No Placement Information Available
CC,AA-013-000560,"V-Belt Ribbed, PN: 3039376, Brand: Cummins -P",PC,PLANNING,LL 3,,TPS,NULL,No Placement Information Available
Lain,AA-013-000559,CATERPILLAR;BELT;1.8.L.4526,PC,,,,,NULL,No Placement Information Available
RTG,AA-013-000439,"BELT, V RIBBED 3101314",PC,ACTIVE,LEMARI 9,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
CC,AA-013-000328,Belt drive hydraulic (5550-1020-0000),UN,ACTIVE,U 1,V 1,TPS,NULL,No Placement Information Available
CC,AA-013-000305,Chain Wheel PN.51515 Bromma,PC,ACTIVE,,BB 2,TPS,NULL,No Placement Information Available
RTG,AA-012-001466,"Bearing SKF 32320 J2 SKF Tapered Roller Bearing - 100 x 215 x 77,5 mm; Brand SKF",PC,ACTIVE,LEMARI 6,,TPS,TROLLEY_SYSTEM,Trolley Movement System
CC,AA-012-001465,Trolley Gear Reducer KHSS22252HX504-224 PN. 53386924,UN,ACTIVE,,,TPS,NULL,No Placement Information Available
CC,AA-012-001464,Trolley Gear Reducer KHSS22252BX504-224 PN. 53386923,UN,ACTIVE,,,TPS,NULL,No Placement Information Available
RTG,AA-012-001463,Slide Bearing Twistlock Headblock RTG 54 - 59 PN. KA-920070.067,UN,ACTIVE,CC 2,CC 2,TPS,HOIST_SYSTEM,Hoist and Lifting System
ME,AA-012-001462,Seal bearing Pn. 502776,PC,ACTIVE,EE 4,EE 4,TPS,NULL,No Placement Information Available
ME,AA-012-001461,BALL BEARING PN. 923349.0303,PC,ACTIVE,RR 2,RR 2,TPS,NULL,No Placement Information Available
ME,AA-012-001459,Ball Joint LH PN. 20710008 FBR,PC,ACTIVE,EE 2,EE 2,TPS,NULL,No Placement Information Available
ME,AA-012-001458,Bearing Tapered Roll PN. F8140-30220,PC,ACTIVE,QQ 2,QQ 2,TPS,NULL,No Placement Information Available
ME,AA-012-001457,Bracket Bearing V-Stay For Head Truck,PC,ACTIVE,EE 2,EE 2,TPS,NULL,No Placement Information Available
Lain,AA-012-001456,KWT Treker Bearing SET 140 SCM Bearing Remover,PC,,,,,NULL,No Placement Information Available
Lain,AA-012-001454,ROLLER;METERAN ROLL STEEL 30METER,UN,,,,,NULL,No Placement Information Available
Lain,AA-012-001453,Bearing Sparator Kit - 12 pcs,PC,,,,,NULL,No Placement Information Available
ME,AA-012-001451,Bearing (OUTER)PN J32314001,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001450,Bearing (INNER) PN J32222001,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001449,Bearing Oil BafflePN J40610124,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001448,Conical Ring PN J10510220,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001443,Cup hub Roda L300,PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001442,Seal bearing Roda Depan L300,PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001441,Bearing Roda Depan Dalam L300,PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001440,Bearing Roda Depan Luar L300,PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001439,Balljoint Bawah ( MB241818 ),PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001438,Balljoint Atas ( MB176309 ),PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001437,Bearing Depan Dalam ( 94242-683 ),PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001436,Bearing Depan Luar ( 94361-801 ),PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001435,Balljoint Bawah ( 94365-165 ),PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001434,Balljoint Atas ( 94459-453 ),PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001433,Release Bearing ( 97209-197 ),PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001432,Release Bearing Mitsubishi L300,PC,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001430,BALL BEARING PN/ 321-MD618179,PC,ACTIVE,GG 3,GG 3,TPS,NULL,No Placement Information Available
ME,AA-012-001429,BALL BEARING PN/ 321-MD618630,PC,ACTIVE,GG 3,GG 3,TPS,NULL,No Placement Information Available
ME,AA-012-001428,Bearing Roda Depan OUT (Besar) PN. 90366 - 35105 (HINO),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001427,Bearing Roda Depan IN (Kecil) PN. 90366 - 50069 (HINO),PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001426,Bearing Clutch Kopling PN. 31230-35200 (HINO),UN,ACTIVE,LMARI 14,LMARI 14,TPS,NULL,No Placement Information Available
ME,AA-012-001425,Rolling Waste Oil Drain PN. 1008040 FBR,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001424,Roller PN. 1655134,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001423,Ball Bearing - Flywheel PN. 1652986 - 22 PFR,PC,ACTIVE,II 5,II 5,TPS,NULL,No Placement Information Available
ME,AA-012-001422,Main Bearing Kit PN. 20867178,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001421,Bearing OTH-32015X/Q-SKF,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001420,Camshaft Bearing Kit PN. 22879254,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001419,Bearing Housing PN. 1076746,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001418,BEARING RODA DALAM - TIMKEN PN. HM220149 - 9X021,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001417,BEARING RODA LUAR - TIMKEN PN. HM218248 - 9X021,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001416,CONTACT REEL PN/ 20453925,PC,ACTIVE,EE 2,EE 2,TPS,NULL,No Placement Information Available
ME,AA-012-001415,BEARING ( OUTER ) – YORK 8021 AXLE PN. 786117 PFR,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001414,BEARING ( INNER ) – YORK 8021 AXLE PN. 502284 PFR,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001413,REPAIR KIT CENTRE BEARING PN/ 20840820 FBR,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001412,BALL BEARING ( FAN HUB ) PN/ 21146660 - ANL,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001411,Chamshaft Bearing Kit PN. 22584593,PC,ACTIVE,BLOK,BLOK,TPS,NULL,No Placement Information Available
ME,AA-012-001410,Fan Hub PN. 22719933,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001408,Nedle Roller Bearing PN: 183272,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001406,Bearing Housing PN. 1076745,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001405,CENTER BEARING PN. 655217,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001402,BALL BEARING PN. 21170624 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001400,ROLLER BEARING PN. 18459 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001398,BEARING PN. 3173772 VOLVO,PC,ACTIVE,HH 2,,TPS,NULL,No Placement Information Available
ME,AA-012-001396,RELEASE BEARING PN. 20510801 VOLVO,PC,ACTIVE,II 5,II 5,TPS,NULL,No Placement Information Available
ME,AA-012-001394,NEEDLE BEARING PN. 1652581 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001390,FLANGE BEARING PN. 8171508 VOLVO,PC,ACTIVE,HH 2,,TPS,NULL,No Placement Information Available
ME,AA-012-001388,NEEDLE BEARING PN. 1521452 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001386,ROLLER BEARING PN. 21627792 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001382,NEEDLE BEARING PN. 1652575 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001380,BEARING PN. 20442252 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001378,ROLLER BEARING PN. 1656129 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001376,NEEDLE BEARING PN. 20713929 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001374,CAMSHAFT BEARING KIT PN. 21440997 VOLVO,PC,ACTIVE,HH 2,HH 2,TPS,NULL,No Placement Information Available
ME,AA-012-001371,BALL BEARING PN. 184644 VOLVO,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001368,BALL JOINT PN. 21263821 VOLVO,PC,ACTIVE,EE 2,,TPS,NULL,No Placement Information Available
ME,AA-012-001365,Release Bearing PN 20569153,PC,ACTIVE,II 5,II 5,TPS,NULL,No Placement Information Available
ME,AA-012-001363,Idler Roller PN 8086970,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001359,Ball Bearing Fly Whell PN 1652986,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001358,Bearing Ball PN. 30621-55900 (FD3T),PC,ACTIVE,QQ 1,QQ 1,TPS,NULL,No Placement Information Available
ME,AA-012-001357,Lift Roller (Center) PN. 6301-41 FE Toyota,PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AA-012-001356,Side Roller PN. 6301-42 Toyota,PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AA-012-001355,Lift Roller (Lower) PN. 6301-59 Toyota,PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AA-012-001354,Lift Roller (Upper) PN. 6301-58 Toyota,PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AA-012-001353,Lift Roller (Center) PN. 6301-56 Toyota,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001352,Lift Roller (For Middle Mast) PN. 6101-43 Toyota,PC,ACTIVE,QQ 1,QQ 2,TPS,NULL,No Placement Information Available
ME,AA-012-001351,Lift Roller (For Middle Mast) PN. 6101-42 Toyota,PC,ACTIVE,QQ 1,QQ 2,TPS,NULL,No Placement Information Available
ME,AA-012-001350,Lift Roller (For Inner Mast) PN. 6101-41 Toyota,PC,ACTIVE,QQ 1,QQ 2,TPS,NULL,No Placement Information Available
ME,AA-012-001349,Lift Roller (For Outer Mast) PN. 6101-40 Toyota,PC,ACTIVE,QQ 1,QQ 1,TPS,NULL,No Placement Information Available
ME,AA-012-001348,Bearing Outer PN. 4301-44B FE Toyota,PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AA-012-001347,Bearing Inner PN. 4301-44A FE Toyota,PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AA-012-001346,Bearing Needle PN. 4301-42C FE Toyota,PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AA-012-001345,Bearing Steering Knuckle Thrust PN. 4301-42A FE Toyota,PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AA-012-001344,"Bearing, No. 2 (For Front Axle Hub) PN. 4201-41C FE Toyota",PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AA-012-001343,"Bearing, No. 1 (For Front Axle Hub) PN. 4201-41B FE Toyota",PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AA-012-001342,Bearing Tapered Roll PN. F8143-32216,PC,ACTIVE,QQ 2,QQ 2,TPS,NULL,No Placement Information Available
ME,AA-012-001341,BEARING BALL PN. 34721-03200,PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AA-012-001340,Bearing Taper Roller PN. 05644-04400,PC,ACTIVE,RR 3,RR 3,TPS,NULL,No Placement Information Available
ME,AA-012-001339,Bearing Taper Roller PN. 05644-01700,PC,ACTIVE,RR 3,RR 3,TPS,NULL,No Placement Information Available
ME,AA-012-001338,Bearing Roda Belakang - Dalam 0415-30211,PC,ACTIVE,QQ 2,QQ 2,TPS,NULL,No Placement Information Available
ME,AA-012-001337,Bearing Roda Belakang 0415-30200,PC,ACTIVE,QQ 2,QQ 2,TPS,NULL,No Placement Information Available
ME,AA-012-001336,Bearing Steering Axle 1901-55103,PC,ACTIVE,QQ 3,QQ 3,TPS,NULL,No Placement Information Available
ME,AA-012-001335,ROLLER LIFT 63381-34250,UN,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001334,ROLLER 4220-67670,UN,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001333,BEARING CUTER 40210-7600,UN,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001332,"Tutup Bearing Roda RS : Diameter 250 x 52 mm + Packing + Baut M 10 x 1,5 Material : SCM 440 ( type L )",PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001331,Tapper Bearing King Pin SKF 32318,PC,ACTIVE,RR 3,RR 3,TPS,NULL,No Placement Information Available
ME,AA-012-001330,Bearing Link Steering PN. 6068.003 RS Konecranes SMV 4531TCE5,PC,ACTIVE,RR 1,RR 1,TPS,NULL,No Placement Information Available
ME,AA-012-001329,Bearing Cylinder Lifting PN. 53361036 RS Konecranes SMV 4531TCE5,PC,ACTIVE,RR 1,RR 1,TPS,NULL,No Placement Information Available
ME,AA-012-001328,ROLLER BEARING CUP PN. 923109-0136,PC,ACTIVE,RR 2,RR 2,TPS,NULL,No Placement Information Available
ME,AA-012-001327,ROLLER BEARING CONE PN. 923109-0135,PC,ACTIVE,RR 2,RR 2,TPS,NULL,No Placement Information Available
ME,AA-012-001326,Clutch Bearing PN ME-620330,PC,ACTIVE,RR 3,RR 3,TPS,NULL,No Placement Information Available
ME,AA-012-001325,Bearing PN 1901-55014,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001324,Bearing PN 0415-32014,PC,ACTIVE,RR 2,RR 2,TPS,NULL,No Placement Information Available
ME,AA-012-001323,Bearing PN 0415-30206,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
ME,AA-012-001322,Bearing Nedle PN 91E43-05100,PC,ACTIVE,RR 2,RR 2,TPS,NULL,No Placement Information Available
ME,AA-012-001321,Bearing Lifting PN. 921463-0008,PC,ACTIVE,,,TPS,NULL,No Placement Information Available
RTG,AA-012-001320,"Idler Gear Engine Cummins QSX15 PN. 3681143, Brand CUMMINS",PC,ACTIVE,,2I 1,TPS,ENGINE,Engine and Power Generation
RTG,AA-012-001319,KWT Treker Bearing SET 140 SCM Bearing Remover,PC,PENDOBS,,,,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001318,Bearing SKF 23036 CC/W33 SKF Spherical Roller Bearing - 180 x 280 x 74 mm ; Brand SKF,UN,ACTIVE,LEMARI 6,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001317,"Bearing SKF 22226 E/C3 SKF Spherical Roller Bearing - 130x230x64, Brand SKF",PC,ACTIVE,LEMARI 6,XX5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001316,"Bearing SKF 23128, Brand SKF",PC,ACTIVE,LEMARI 6,XX5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001314,Ring Plate For Skew NTN AS 1111,PC,ACTIVE,,,TPS,GENERAL_MAINTENANCE,General Maintenance Components
RTG,AA-012-001313,Bearing For Skew K60X68X25 - A0-2,PC,ACTIVE,,,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001312,Roller C/W Plate Support For Cable Feston RTG Fels,PC,ACTIVE,BB 3,BB 3,TPS,ELECTRICAL_SYSTEM,Electrical Components and Wiring
RTG,AA-012-001311,Bearing 6207 SKF,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001310,Bearing 6405 SKF,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001309,Bearing 6306 SKF,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001308,Bearing 6408 SKF,PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001307,Bearing 6020 SKF,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001306,Plate Ring Grease Stoper 1-2X110X197MM,PC,ACTIVE,LEMARI 9,XX 2,TPS,LUBRICATION,Lubrication System
RTG,AA-012-001305,CYLINDER PISTON TWISTLOCK/LOCK UNLOCK SPREADER (REPAIRED) (KL),PC,ACTIVE,,,TPS,HYDRAULIC_SYSTEM,Hydraulic System Components
RTG,AA-012-001304,Bearing Houshing ( Fan Hub ) VP. 21924453 (50-53),PC,ACTIVE,BB 4,BB 4,TPS,COOLING_SYSTEM,Cooling System Components
RTG,AA-012-001303,Rope Sheave ACM type KP34-001 PN.52355407,PC,ACTIVE,C 3,C 3,TPS,HOIST_SYSTEM,Hoist and Lifting System
RTG,AA-012-001302,Disc Brake Hoist SFB160 PN. 54102445 Konecranes,PC,ACTIVE,C 3,XX2,TPS,GEARBOX,Gearbox and Transmission
RTG,AA-012-001301,DISC BRAKE GANTRY NM34008NR2V PN. 52328061 ( KL),UN,ACTIVE,LEMARI 6,XX4,TPS,GEARBOX,Gearbox and Transmission
RTG,AA-012-001300,Bearing NCF2944 V/C3 PN. 52489857 KoneCranes (RTG 50-53),PC,ACTIVE,D 1,D 1,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001299,Bearing NJG2318VH/C3 PN. 52489812 KoneCranes (RTG 50-53),PC,ACTIVE,D 1,D 1,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001298,Bearing 32313 J2/Q PN. 52393101 KoneCranes (RTG 50-53),PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001297,Bearing 33116/Q PN. 52829691 KoneCranes (RTG 50-53),PC,ACTIVE,LEMARI 5,LEMARI 5,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001296,Slewing cylinder - S,PC,ACTIVE,DD 1,DD 1,TPS,HYDRAULIC_SYSTEM,Hydraulic System Components
RTG,AA-012-001295,Bearing Transfer Case (6308 C3 / SKF) - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,TROLLEY_SYSTEM,Trolley Movement System
RTG,AA-012-001294,Bearing Antisway PumpTimken ME 61047 - S,PC,ACTIVE,LEMARI 4,LEMARI 4,TPS,FUEL_SYSTEM,Fuel Tank and Fuel System Components
RTG,AA-012-001293,Support cyl steering 26 x 200 x 30 - S,PC,PLANNING,DD 1,,TPS,FRAME,Frame and Structural Components
